row_id,datatype_value
1,AASS
2,ABAT
3,ABCA1
4,ABCC2
5,ABCC6
6,ABCC8
7,ABCD1
8,ABHD5
9,ACAD8
10,ACADSB
11,ACAT1
12,ADA
13,ADCK3
14,AGA
15,AGL
16,AKR1D1
17,ALDH4A1
18,ALDH6A1
19,ALDOA
20,ALG2
21,ALG3
22,ALG6
23,ALG8
24,ALG9
25,ALPL
26,AMN
27,AMPD1
28,ANKH
29,ANO5
30,AP2S1
31,APOA5
32,APOB
33,APOE
34,APRT
35,APTX
36,ARG1
37,ASAH1
38,ASL
39,ATM
40,ATN1
41,ATP7A
42,AUH
43,AVP
44,B3GALNT2
45,B4GAT1
46,BCKDHA
47,BCKDHB
48,BCS1L
49,BSND
50,BTD
51,CABC1
52,CAPN3
53,CASR
54,CBS
55,CDAN1
56,CHKB
57,CHST14
58,CLCNKB
59,CLN3
60,CLN6
61,COG1
62,COG4
63,COG5
64,COG7
65,COG8
66,CP
67,CPS1
68,CPT1A
69,CPT1B
70,CPT2
71,CRAT
72,CTH
73,CTNS
74,CTSA
75,CTSC
76,CUBN
77,CYP11B2
78,CYP17A1
79,CYP21A2
80,CYP27A1
81,D2HGDH
82,DAG1
83,DARS2
84,DBH
85,DBT
86,DDC
87,DGUOK
88,DHCR24
89,DHFR
90,DLD
91,DNA2
92,DNAJC19
93,DNAJC5
94,DOLK
95,DPM1
96,DPM2
97,DPM3
98,DPYD
99,DPYS
100,DYSF
101,ECM1
102,ENO3
103,ETFA
104,ETFB
105,ETFDH
106,ETHE1
107,FA2H
108,FBP1
109,FECH
110,FH
111,FKRP
112,FKTN
113,FOLR1
114,FTCD
115,FUCA1
116,FXN
117,G6PC
118,GALK1
119,GALT1
120,GAMT
121,GATA1
122,GATM
123,GBA
124,GBE1
125,GCDH
126,GCH1
127,GCK
128,GGT1
129,GIF
130,GK
131,GLA
132,GLB1
133,GLUD1
134,GLUL
135,GLYCTK
136,GNA11
137,GNE
138,GNMT
139,GNPTAB
140,GSS
141,GYS2
142,HADH
143,HADHA
144,HAMP
145,HEF
146,HFE
147,HGD
148,HJV
149,HMBS
150,HMGCL
151,HPD
152,HPRT1
153,HSD17B10
154,HSD17B3
155,HSD17B4
156,HSD3B7
157,IDUA
158,IGF1
159,ISPD
160,IVD
161,KCNJ1
162,KRT5
163,KYNU
164,L2HGDH
165,LARGE
166,LBR
167,LCAT
168,LDHA
169,LDHB
170,LIAS
171,LIPA
172,LIPC
173,LMF1
174,LMNA
175,LPIN1
176,LRPPRC
177,MAGED2
178,MAN1B1
179,MAN2B1
180,MANBA
181,MAT1A
182,MCCC1
183,MCCC2
184,MLYCD
185,MMACHC
186,MMADHC
187,MPI
188,MRPL44
189,MT-CO1
190,MT-CO3
191,MT-CYB
192,MT-ND1
193,MT-ND4
194,MT-ND4L
195,MT-ND5
196,MT-ND6
197,MT-TE
198,MT-TH
199,MT-TK
200,MT-TL1
201,MT-TQ
202,MT-TS1
203,MT-TS2
204,MTHFR
205,MTR
206,MTRR
207,MTTC
208,MTTP
209,MVK
210,MYH2
211,NAGA
212,NPC1
213,NPC2
214,NSDHL
215,OAT
216,OCRL
217,OPA1
218,PAH
219,PCBD1
220,PFKM
221,PGM1
222,PHKA1
223,PHKA2
224,PHKB
225,PHKG2
226,PIGA
227,PIGM
228,PIGN
229,PIGT
230,PLA2G6
231,PNPO
232,POGLUT1
233,POLG
234,POLG2
235,POMGNT1
236,POMGNT2
237,POMK
238,POMT1
239,POMT2
240,PPT1
241,PRODH
242,PRPS1
243,PSAP
244,PTPS
245,PYGL
246,PYGM
247,QDPR
248,RET
249,RNASEH1
250,RPL11
251,RPL35A
252,RPL5
253,RPS10
254,RPS17
255,RPS19
256,RPS24
257,RPS26
258,RPS7
259,RRM2B
260,RXYLT1
261,SAR1B
262,SC5D
263,SCP2
264,SERPINA1
265,SGCA
266,SGCG
267,SLC12A1
268,SLC12A3
269,SLC17A5
270,SLC19A3
271,SLC1A1
272,SLC25A1
273,SLC25A13
274,SLC25A20
275,SLC25A4
276,SLC2A1
277,SLC2A2
278,SLC35C1
279,SLC36A2
280,SLC37A4
281,SLC39A4
282,SLC5A1
283,SLC6A19
284,SLC6A20
285,SLC7A7
286,SPR
287,ST3GAL5
288,SUCLA2
289,SUGCT
290,SUMF1
291,TAZ
292,TDO2
293,TF
294,TFR2
295,TH
296,TK2
297,TOP3A
298,TPP1
299,TTPA
300,TWNK
301,UGT1A1
302,UMOD
303,UROD
304,UROS
305,and
