row_id,datatype_value
1,AASS
2,ABAT
3,ABCA1
4,ABCB11
5,ABCC2
6,ABCC6
7,ABCC8
8,ABCD1
9,ABHD5
10,ACAD8
11,ACADSB
12,ACAT1
13,ADA
14,ADCK3
15,AGA
16,AGL
17,AGXT
18,AKR1D1
19,ALDH4A1
20,ALDH5A1
21,ALDH6A1
22,ALDOA
23,ALG2
24,ALG3
25,ALG6
26,ALG8
27,ALG9
28,ALPL
29,AMN
30,AMPD1
31,ANKH
32,ANO5
33,AP2S1
34,APOA5
35,APOB
36,APOE
37,APRT
38,APTX
39,ARG1
40,ASAH1
41,ASL
42,ATM
43,ATN1
44,ATP7A
45,ATP8B1
46,AUH
47,AVP
48,B3GALNT2
49,B3GALT6
50,B3GLCT
51,B4GALT7
52,B4GAT1
53,BCKDHA
54,BCKDHB
55,BCS1L
56,BSND
57,BTD
58,C1R
59,CABC1
60,CAPN3
61,CASR
62,CBS
63,CDAN1
64,CHKB
65,CHST14
66,CLCNKB
67,CLN3
68,CLN6
69,CLPP
70,COG1
71,COG4
72,COG5
73,COG7
74,COG8
75,COL3A1
76,COL5A1
77,COL5A2
78,CP
79,CPS1
80,CPT1A
81,CPT1B
82,CPT2
83,CRAT
84,CTH
85,CTNS
86,CTSA
87,CTSC
88,CUBN
89,CYP11B2
90,CYP17A1
91,CYP21A2
92,CYP27A1
93,D2HGDH
94,DAG1
95,DARS2
96,DBH
97,DBT
98,DCXR
99,DDC
100,DGUOK
101,DHCR24
102,DHCR7
103,DHFR
104,DLD
105,DLL3
106,DNA2
107,DNAJC19
108,DNAJC5
109,DOLK
110,DPM1
111,DPM2
112,DPM3
113,DPYD
114,DPYS
115,DSE
116,DYSF
117,ECM1
118,ENO3
119,ERAL1
120,ETFA
121,ETFB
122,ETFDH
123,ETHE1
124,EXOC6B
125,FA2H
126,FBP1
127,FECH
128,FH
129,FKRP
130,FKTN
131,FOLR1
132,FTCD
133,FUCA1
134,FXN
135,G6PC
136,GALK1
137,GALT1
138,GAMT
139,GATA1
140,GATM
141,GBA
142,GBE1
143,GCDH
144,GCH1
145,GCK
146,GGT1
147,GIF
148,GK
149,GLA
150,GLB1
151,GLUD1
152,GLUL
153,GLYCTK
154,GNA11
155,GNE
156,GNMT
157,GNPTAB
158,GSS
159,GYS2
160,HADH
161,HADHA
162,HAMP
163,HARS2
164,HEF
165,HES7
166,HFE
167,HGD
168,HJV
169,HMBS
170,HMGCL
171,HPD
172,HPRT1
173,HSD17B10
174,HSD17B3
175,HSD17B4
176,HSD3B7
177,IDUA
178,IGF1
179,ISPD
180,IVD
181,KCNJ1
182,KIF22
183,KRT5
184,KYNU
185,L2HGDH
186,LARGE
187,LARS2
188,LBR
189,LCAT
190,LDHA
191,LDHB
192,LFNG
193,LIAS
194,LIPA
195,LIPC
196,LMF1
197,LMNA
198,LPIN1
199,LRPPRC
200,MAGED2
201,MAN1B1
202,MAN2B1
203,MANBA
204,MAT1A
205,MCCC1
206,MCCC2
207,MESP2
208,MLYCD
209,MMACHC
210,MMADHC
211,MPI
212,MRPL44
213,MT-CO1
214,MT-CO3
215,MT-CYB
216,MT-ND1
217,MT-ND4
218,MT-ND4L
219,MT-ND5
220,MT-ND6
221,MT-TE
222,MT-TH
223,MT-TK
224,MT-TL1
225,MT-TQ
226,MT-TS1
227,MT-TS2
228,MTHFR
229,MTR
230,MTRR
231,MTTC
232,MTTP
233,MVK
234,MYH2
235,NAGA
236,NPC1
237,NPC2
238,NSDHL
239,OAT
240,OCRL
241,OPA1
242,PAH
243,PCBD1
244,PFKM
245,PGAM2
246,PGK1
247,PGM1
248,PHKA1
249,PHKA2
250,PHKB
251,PHKG2
252,PIGA
253,PIGM
254,PIGN
255,PIGT
256,PLA2G6
257,PNPO
258,POGLUT1
259,POLG
260,POLG2
261,POMGNT1
262,POMGNT2
263,POMK
264,POMT1
265,POMT2
266,PPT1
267,PRODH
268,PRPS1
269,PSAP
270,PTPS
271,PYGL
272,PYGM
273,QDPR
274,RET
275,RNASEH1
276,RPL11
277,RPL35A
278,RPL5
279,RPS10
280,RPS17
281,RPS19
282,RPS24
283,RPS26
284,RPS7
285,RRM2B
286,RXYLT1
287,SAR1B
288,SC5D
289,SCP2
290,SERPINA1
291,SGCA
292,SGCG
293,SLC12A1
294,SLC12A3
295,SLC17A5
296,SLC19A3
297,SLC1A1
298,SLC22A5
299,SLC25A1
300,SLC25A13
301,SLC25A20
302,SLC25A4
303,SLC2A1
304,SLC2A2
305,SLC35C1
306,SLC36A2
307,SLC37A4
308,SLC39A13
309,SLC39A4
310,SLC5A1
311,SLC6A19
312,SLC6A20
313,SLC7A7
314,SPR
315,SRD5A3
316,SSR4
317,ST3GAL5
318,SUCLA2
319,SUGCT
320,SUMF1
321,TAZ
322,TBX6
323,TDO2
324,TF
325,TFR2
326,TH
327,TK2
328,TNXB
329,TOP3A
330,TPP1
331,TRPM6
332,TTPA
333,TWNK
334,UGT1A1
335,UMOD
336,UROD
337,UROS
338,AND
